Winner,Move Count,Moves,Final Position
White,179,Na3 b6 e3 e6 h4 Be7 Qf3 Nc6 Qd5 Nd4 Rh3 Nb3 d3 Nc5 Kd2 Kf8 Qd4 d5 Qe4 Nd7 Qxd5 h6 Ne2 Nc5 Nb5 Qd6 Qc6 Qd8 c3 Nb7 Rg3 e5 Nxc7 Bf6 Rg6 Bg4 g3 fxg6 Qg2 Qe8 e4 Bh5 Nxe8 Nc5 Ke3 Rh7 b3 Be7 c4 Rb8 Nd4 Rd8 Qh2 Kxe8 a4 Rc8 f4 Be2 g4 Rb8 Nf3 Nxa4 Rxa4 Rd8 Bh3 a5 Qg3 Nf6 Ra2 Bd6 Qh2 g5 Rxe2 Kd7 Rd2 Rhh8 hxg5 Rb8 Ne1 Nd5+ exd5 Kc8 g6 b5 fxe5 Rb6 cxb5 Rg8 Kf2 Re8 exd6 Rf8+ Kg3 Re8 Kf4 Rf8+ Ke5 h5 Rg2 Rc6 Be3 Rf1 Kd4 Rc3 Bd2 Rg1 Rf2 Rxe1 Bg5 Rg1 Bc1 Kb8 Rg2 Rxb3 Re2 Rb2 Kc4 Rxg4+ Re4 Rxh2 Kd4 Kb7 Be3 Kb6 Rxg4 Rc2 Ke4+ Kxb5 Bd2 Kb6 Ke3 Rxd2 Rg5 Re2+ Kf3 Re3+ Kf4 Re7 Rxh5 Kb7 Bf1 Ka7 Rh1 Rb7 d4 Kb8 Rh2 Rb5 Ke3 Ka8 Kf3 Rb2 Bb5 Kb7 Rh5 Rd2 Rg5 Rd3+ Bxd3 Kc8 Kf4 Kd7 Ke5 Ke8 Kf4 Kd8 Rg2 a4 Ke5 a3 Rb2 Kc8 Bf5+ Kd8 Bg4 a2 Kf4 a1=B Rb8#,1R1k4/6p1/3P2P1/3P4/3P1KB1/8/8/b7 b - - 1 90
White,281,h4 Nf6 e3 e5 Ba6 Nxa6 Rh2 Bc5 b3 c6 d4 d5 f4 Be7 fxe5 Qa5+ Qd2 Bg4 Qc3 Qc7 Ne2 Bxe2 Qc5 O-O-O c4 Rhe8 Nc3 Nh5 Qb4 Kd7 Kxe2 Bd6 a3 Qb8 Ke1 Qa8 Ne2 Bc7 Ra2 Nb8 Rb2 b6 Rd2 Ke6 Kf1 a5 Kg1 Rg8 Qc5 Ng3 b4 Qa7 bxa5 Rd7 Bb2 Nf5 Rc2 Nxd4 cxd5+ Kf5 Qe7 Qb7 a4 Nxe2+ Kf1 Rxd5 Rc3 h6 h5 Rb5 Qe6+ Kg5 Qd5 Na6 Bc1 Qc8 Rc2 Qf8 Rc4 Bd8 Rf4 Ng1 Qa2 Nc7 e6 Rh8 Rxf7 Rd5 Qb2 Nh3 Qxg7+ Kh4 Qxh8 Na6 Rf4+ Kxh5 e7 Nb4 Bb2 Rd3 Qxh6+ Qxh6 Bd4 c5 Bf6 Qxf6 e8=N Bc7 Rf3 Qc6 Rh1 Na6 e4 Rd5 Rf6 Kh4 Rf7 Be5 Re7 Kh5 g3 Bd6 Re5+ Bxe5 Nf6+ Qxf6+ Ke1 Rd1+ Ke2 Kg4 Rxh3 Rd6 Rh8 Qg7 axb6 Bc3 Re8 Rc6 a5 Qf8 Rc8 Qxc8 Kd3 Kh5 Kc2 Rf6 Kd3 Nb4+ Kxc3 Kg4 Kb2 Rf8 a6 Kh5 Kc1 Kh6 e5 Nc6 e6 Nb8 e7 Qc7 Kd2 Qxe7 Kc3 Re8 Kc4 Qg5 Kb3 Rc8 a7 Kh5 a8=R Qe7 Rxb8 Qc7 Kb2 Qf7 Kc2 Qe8 Ra8 Qd8 Ra3 Qf6 b7 Qf7 Ra4 Qf8 Ra8 Qd8 Kb2 Rc6 Rxd8 Rg6 Ka1 Rg5 b8=Q Rg8 Kb2 Kg5 Qb3 Kf5 Rb8 Kg6 Qa4 Rh8 Qa1 Rh4 Qa5 Rh2+ Ka3 Ra2+ Kxa2 Kg5 Qa7 Kh5 Kb1 c4 Qa4 Kh6 Qe8 Kg7 Ra8 Kf6 Qe1 Kg6 Ra1 Kf5 Kc1 Kg5 Kb1 c3 Kc2 Kh5 Rc1 Kg4 Rd1 Kh5 Qf2 Kh6 Kxc3 Kh5 Qf7+ Kh6 Qc7 Kh5 g4+ Kxg4 Rh1 Kf5 Rh3 Ke6 Qg3 Ke7 Kb2 Ke8 Qg8+ Kd7 Rg3 Kd6 Qd8+ Kc5 Qg8 Kb4 Rh3 Ka5 Re3 Ka4 Rd3 Kb5 Qg6 Kb4 Qe8 Kc4 Qg6 Kb4 Rb3+ Ka4 Qg1 Ka5 Qa7#,8/Q7/8/k7/8/1R6/1K6/8 b - - 33 141
White,43,Nc3 a6 Ne4 f5 f3 c6 Nf6+ gxf6 Nh3 Qb6 Ng1 Qe3 g4 h5 d4 Qd2+ Qxd2 Kd8 b3 Rh7 Kd1 Rh6 Qg5 f4 Qa5+ Ke8 Rb1 c5 a3 f5 Bxf4 b5 Bc1 e5 dxe5 Kf7 Kd2 Ke6 Qb4 Bb7 gxf5+ Kd5 Qe4#,rn3bn1/1b1p4/p6r/1ppkPP1p/4Q3/PP3P2/2PKP2P/1RB2BNR b - - 2 22
Black,114,e3 c6 Qg4 Qb6 d3 Qd4 Qh3 Qa4 Kd2 Qxa2 Nf3 f5 Ne5 c5 Rg1 d5 Ke2 f4 exf4 g5 Nd7 Kf7 g3 a6 Rg2 h5 b3 c4 Nf6 Rh7 Ne4 e6 dxc4 e5 Ba3 Bb4 Nd6+ Kf8 fxg5 Rd7 Ne8 Nf6 g4 dxc4 f4 Rd2+ Nxd2 Nbd7 Nc7 Nd5 Qd3 Ne7 Qd5 b6 Nxc4 Rb8 Qg8+ Kxg8 fxe5 Kf8 h4 Nc6 Kd3 a5 Nb5 Nd8 Rc1 Ke7 Ncd6 Qb1 Re1 Rb7 Rf2 Bd2 Rh2 Rc7 Kd4 Rc4+ Kxc4 Bxe1 Ne4+ Ke8 Bd3 Nc6 Bf8 Bf2 Bf1 Ncb8 Na7 Bb7 b4 Kd8 Nc6+ Ke8 Nd6+ Kxf8 Rh1 Qc1 Na7 Qe1 b5 Qc1 gxh5 Bc6 Ndc8 Qd2 Bd3 Bf3 Be4 Qb4+ Kd3 Be1 h6 Qxe4#,1nN2k2/N2n4/1p5P/pP2P1P1/4q2P/3K1b2/2P5/4b2R w - - 0 58
Black,312,e4 c6 Bb5 Qa5 Bc4 Nh6 b4 Qxb4 a4 f5 Bf7+ Kxf7 Na3 Qxd2+ Qxd2 Kf6 Nf3 Na6 Bb2+ Ke6 Bd4 Rb8 Nb1 g5 Qd3 b6 Be5 Rg8 Qd6+ exd6 Nh4 dxe5 Nd2 Ng4 Kd1 Ba3 Rg1 Rd8 Rb1 Nc7 Ndf3 Ba6 Nxg5+ Kf6 Ke1 Bb4+ c3 Bf1 Rxb4 Rdc8 Kd2 Na6 Kc2 Kg7 Nxf5+ Kg6 Rb1 Rh8 Kb3 b5 Rd1 bxa4+ Ka3 Rhd8 Rgxf1 Rb1 Rd2 Rb6 f4 Nf2 Nh6 Ng4 Re2 Nb4 Ng8 d6 Nf7 a6 Ne7+ Kg7 Kxa4 Nf2 Rd1 Rh8 Ng8 h6 Ra2 Rxg8 Rxd6 a5 f5 Rb7 Re6 Kxf7 Rxf2 h5 g4 Kf8 Re2 Rc7 c4 Rcg7 Ka3 Ra7 Rd2 Rb7 Red6 Rd7 Rg2 Nd5 h3 Rh7 Rd2 Kg7 Rg2 Ra8 Rh2 Rc8 g5 h4 Re2 Nb4 Rd7+ Kg8 Rd1 Rb7 c5 Rbb8 Rd5 Nd3 g6 Nf2 Rd3 Ra8 Rd5 Kg7 Ra2 Kh8 Ra1 Re8 Rd7 Ra7 Rd8 Nh1 Rb1 Rd7 Rxh1 Rb7 Rd3 Rd8 Rc3 Rg8 Rc4 Ra7 Rc3 Re8 Ka2 Ree7 Rc4 Rec7 Ra4 Kg7 Rh2 Rab7 Ka3 Kg8 Rc2 Rb4 Rb2 Ra7 Ra2 Rc7 Rf2 Rxe4 Rb2 Re1 Rbb4 Ra1+ Kb3 Rg1 Rg4 Rg3+ Ka2 Kh8 Rab4 Rf7 Rb5 Rb7 Kb2 Rb3+ Ka1 Rd7 Rgb4 Kg7 Ka2 Rxb4 Rb6 Re4 Rb3 Rc7 Rb7 a4 Kb2 Kf8 g7+ Kf7 g8=R Rd4 Ka3 e4 Rg3 Rc4 Rg5 Rc2 Ra7 Rg2 Rg8 Rf2 Rg4 Rh2 Ra8 Rb7 Rg5 Ke7 Rc8 Rc2 Rc7+ Kf8 Rg2 Ke8 Rh2 Rg2 Rd7 Rb4 Rb7 Rgb2 Rc2 R4b3+ Kxa4 Rg3 f6 Rg1 Re7+ Kf8 Ka5 Rg8 Rf7+ Kxf7 Rc4 Rf2 Ka4 Rb8 Rc3 Rf3 Rc1 Rxh3 Ra1 Re8 Rc1 Kxf6 Rf1+ Rf3 Rf2 Rg8 Rg2 Rf4 Ka5 Rg5 Rc2 Ke7 Rb2 Rg2 Rb4 Rg1 Rb1 Ke6 Rf1 Kf7 Ka4 Rgxf1 Kb3 Rg1 Kc3 Rf6 Kc4 Kg8 Kb4 Rg5 Ka3 Rf2 Kb3 Rc2 Ka3 Kf8 Kb4 Rc4+ Ka3 h3 Ka2 Kg7 Kb3 h2 Kb2 Rc1 Kxc1 Rg2 Kd1 Kg6 Ke1 Rb2 Kf1 h1=Q#,8/8/2p3k1/2P5/4p3/8/1r6/5K1q w - - 0 157
Black,380,Nh3 Nh6 Ng1 Rg8 d3 Nf5 c3 d5 a3 Ng3 a4 f6 d4 Na6 a5 Rh8 h4 Rg8 f3 g5 Be3 b6 Rh2 g4 Kd2 Bh6 Qe1 Nxe2 Bf4 Nb8 Bg5 Nc6 Ra4 Bb7 Qg3 Qb8 Rc4 dxc4 h5 Nxc3 Qxg4 bxa5 Bd3 Nxb1+ Ke1 Nxd4 Qc8+ Bxc8 Bxh7 Bd7 Nh3 Kf8 Kd1 Qb3+ Ke1 Qxb2 Bc1 Kf7 Bc2 Nf5 Nf4 Rh8 g3 Rab8 Rf2 Qxc2 Rf1 Nd6 Ba3 Qc1+ Kf2 Bb5 g4 Bg7 Bc5 Qe3+ Kg2 Qg1+ Kxg1 Ne4 Rd1 Rbg8 Rd2 e6 Kh2 Nxc5 Nd5 Ne4 Rc2 Rh7 g5 Rgh8 Nb4 e5 f4 Ba4 Nd5 Rh6 gxh6 c3 Kh3 Rd8 Ra2 Nd6 Rd2 Na3 Rg2 Re8 Rg5 Bh8 Nb6 e4 f5 fxg5 Kh2 Kf6 Nd5+ Kf7 Nxc7 a6 Kh3 Ke7 Nb5 Ndc4 f6+ Kd7 h7 e3 Nxc3 Re4 Nd1 Rf4 Nb2 Nb1 Nd3 Bc6 Ne1 Bg2+ Nxg2 Kd8 h6 Nb6 Kg3 Bg7 h8=Q+ Kd7 Nxf4 Kd6 Ne6 Nc3 Nf8 Bxf8 Kf3 Kc6 f7 Bd6 Qd4 Bh2 Qc5+ Kd7 Qxg5 Bd6 Qe7+ Kxe7 f8=R Nd7 Kg4 Nc5 Rf5 Bg3 Kh3 Be5 Kg2 N3a4 Rf3 Bf4 Rf2 Nc3 Kf1 Bh2 Ra2 Ne2 Ra4 Ne4 Rb4 Nc1 Ke1 Kd8 Ra4 Nc3 Rg4 Nb5 Rb4 Nd4 h7 Bb8 Ra4 Kc7 Rb4 Ne6 Rb7+ Kd6 Ra7 Nc5 h8=N e2 Rc7 Kxc7 Kf2 Kd6 Kg3 e1=N Kf4 Ned3+ Kg5 Ne1 Kf4 Nd7 Ke3 Bc7 Kd4 Ncd3 Ke3 Ke7 Ke2 Nf3 Ke3 Kd8 Ke2 Nb4 Kf1 Ke7 Kg2 Kd6 Kf2 Ke6 Kg2 Nh4+ Kh3 Bb8 Kg4 Kf6 Nf7 Ba7 Ng5 Bg1 Kf4 Na2 Ne6 Bd4 Nc7 Kg6 Kg4 Nc1 Ne8 Bf2 Kh3 Bc5 Ng7 Bf8 Nh5 Bd6 Ng3 Nf6 Kxh4 Be5 Ne2 Bc3 Kg3 Bd4 Nf4+ Kf5 Kh3 Ke4 Kg3 Ba7 Nh5 Na2 Kh4 Nxh5 Kh3 Nf4+ Kg3 Nc1 Kh2 Be3 Kg3 Ng2 Kh3 Bd2 Kh2 Bc3 Kh3 Bg7 Kg4 Bc3 Kh3 Ne1 Kg3 Ng2 Kxg2 Kf4 Kf2 Bh8 Ke1 Ne2 Kd2 Ba1 Kxe2 Be5 Ke1 Kf3 Kf1 Kg4 Kg1 Kf5 Kf1 Bd6 Ke2 Kf6 Kd2 Ke7 Kc2 Kf6 Kb2 Bb8 Ka3 Ke6 Kb3 a4+ Kc3 a3 Kd2 Ke7 Ke3 Bd6 Kd4 Ke8 Kd3 Kf7 Kc2 Bf8 Kb1 Bb4 Ka2 Ke8 Kb3 a2 Ka4 a1=R+ Kxb4 Rh1 Kc5 Rh2 Kb6 Re2 Kb7 Rb2+ Kc8 Ke7 Kc7 Re2 Kb7 Re3 Kc7 Re2 Kc8 Kf6 Kd8 Re3 Kc7 a5 Kd8 a4 Kd7 Rc3 Ke8 Rd3 Kf8 Rd8#,3r1K2/8/5k2/8/p7/8/8/8 w - - 6 191
Black,136,g4 b5 h3 a6 c4 d6 c5 h5 g5 b4 Qc2 Nf6 Qb3 Rg8 f4 Bf5 c6 Bd3 f5 Bc2 d3 Nxc6 Nc3 Qc8 Bf4 d5 Bd6 Nd7 Be5 Rh8 Kf2 d4 Kg2 h4 Rc1 Bxd3 Qd5 Nb6 Qb5 Nd7 Rh2 Bxf5 Qa4 Ndb8 Bg3 hxg3 Nd1 f6 Qc2 Na7 Qc6+ Kd8 Kh1 Nb5 Rg2 Ra7 Qd7+ Kxd7 a3 Ke8 Rc6 Nd6 Rc1 e6 Ne3 Nb7 gxf6 c6 Rxc6 b3 Nc2 Qxc6 e4 Qa4 Bd3 Kd8 Bxa6 Bg6 Bd3 Nc6 Bf1 Bxe4 Nb4 Be7 fxg7 Kc7 Bb5 Bh7 Nd3 Qc4 Nf2 Bf5 Ne2 Re8 Nxg3 Kd8 g8=N Kd7 Ng4 Rc8 Ne4 Bd8 Nc5+ Nxc5 N4f6+ Kd6 Rg4 Qc2 Rg1 Qd3 Nd5 Rac7 Rb1 Nb8 Rf1 Nc6 Kg2 Na5 Bc6 Re7 Ba8 Rcc7 Rf3 Be4 Bc6 Kxc6 a4 Rb7 Nf4 Qe3 Ng6 Rg7 Kh2 Qxf3 Nf4 Qxf4#,3b2N1/1r4r1/2k1p3/n1n5/P2pbq2/1p5P/1P5K/8 w - - 0 69
White,215,g3 f5 c3 h5 d3 c5 Bd2 Kf7 Bg2 e6 f3 b5 Nh3 Na6 Kf1 Nf6 f4 c4 Kf2 Bb4 dxc4 Qf8 Ke1 Ke7 g4 g6 gxh5 Nd5 Ng5 Qg8 Qc1 Nb6 cxb5 Rh6 Nf7 Ba5 Rg1 Rb8 Bd5 d6 Kd1 Nc7 a3 exd5 Nxd6 Bd7 e4 Bc6 Be1 Rc8 exf5 Qf8 Kd2 Nxb5 Ke2 Nd4+ Kd3 Qf7 Nc4 Ba8 b3 a6 Rf1 Ne6 Qd1 Nxf4+ Rxf4 Rg8 b4 Nc8 Rf2 Nd6 Kc2 Qf8 Nb6 Nc4 Qd3 Nxa3+ Rxa3 Kf7 Na4 Ke8 h4 Rhh8 Qf1 d4 h6 Ke7 Kd2 Rxh6 Nc5 Bxb4 Qg1 dxc3+ Nxc3 Qc8 Nd7 Re8 Rb3 Rf8 Ra3 Kxd7 Qxg6 Qxc3+ Kd1 Qe5 h5 Bd2 Qe6+ Kc7 Qg8 Rff6 Raf3 Qc5 Qe8 Qd6 Bxd2 Rf7 Qe3 Kd8 Qe1 Re6 Rd3 Bf3+ Kc2 Kc8 Qg1 Qe5 Qe1 Rd7 Qc1 Kb7 Rd6 Bg4 f6 Rxf6 Rd3 Rh7 Qb1+ Qb5 Bf4 Kc8 Kc1 Bxh5 Bb8 Kxb8 Rd8+ Ka7 Qd3 Be8 Qe2 Qb3 Qb5 Rf3 Rd4 Rhh3 Ra2 Qb2+ Qxb2 Bg6 Rd7+ Ka8 Rd6 Bh7 Qe2 Bf5 Rf6 a5 Rf7 Be6 Qc4 a4 Rxa4+ Kb8 Qd5 Rf2 Kd1 Kc8 Qb7+ Kd8 Qh1 Rhh2 Ra3 Rh6 Ra8+ Bc8 Qg1 Ke8 Rh7 Rf7 Qh2 Rhf6 Qh1 Re6 Qg1 Re5 Rh1 Kf8 Ra1 Bh3 Qg3 Re4 Ra7 Re5 Rc7 Rf2 Rxh3 Rf4 Qg7+ Ke8 Qg6+ Kf8 Rb7 Rfe4 Qf7#,5k2/1R3Q2/8/4r3/4r3/7R/8/3K4 b - - 8 108
Black,348,a4 g6 Na3 f6 d3 Bg7 Be3 Bh6 Bf4 Bg5 g4 Kf7 e3 b5 Qb1 Qf8 c4 Nc6 Bxg5 a6 Ke2 Ke8 Ra2 Na7 h4 fxg5 Qd1 a5 Bg2 gxh4 Qf1 Nh6 Nh3 Qg8 f3 Nxg4 Qf2 c6 b3 Qg7 Qxh4 Qf6 f4 b4 Bxc6 Qxc6 Re1 Qe6 Rd1 Qf5 Qxh7 Qf8 Qxg6+ Qf7 Rc1 Rh6 Qh7 Rb6 Ng5 Rbb8 Raa1 Qg7 Qh6 Nf6 Rc2 Qxg5 Qxg5 Nh5 Rb2 Kf8 Qxh5 Kg8 Rbb1 Kg7 c5 bxa3 e4 Rb6 Qg5+ Kf7 Qh4 Bb7 Kf2 Rc6 d4 d5 Kg1 Re6 Qg3 Rg8 Ra2 Rc8 Qd3 Rd6 Qd1 Rd7 Kf1 Ke6 Rf2 Rg8 Qh5 Bc6 Ke2 Rc8 Rg2 Kf6 Rc1 Ba8 b4 e5 Rg5 Rcc7 Qe8 exf4 Qh8+ Ke6 Ra1 dxe4 Qd8 Rxc5 Rg4 Rc1 Qe7+ Kxe7 Rh4 Rxd4 b5 Rcd1 Rxa3 Nc6 Rf3 Rc1 Rh6 Rd5 Rg3 Rdc5 Rg5 Rd1 Rg7+ Kf8 Rd7 Rf5 Rh4 Rb1 Rh3 Rg5 Rdd3 Ke8 Rd7 Rgg1 Rd1 Rg7 Rg3 Rb3 Rd6 Rf7 Rf6 Rb7 Kf2 Rd7 Rg8+ Ke7 Rd6 e3+ Ke1 Ne5 Rd3 Nf7 Rf8 Rc3 Rd2 exd2+ Kd1 Rd6 Rg8 Rc2 Rc8 Rcc6 Re8+ Kd7 Re3 Rc8 Re5 Rf6 Re3 Rf8 Re4 Rb8 Kc2 Nh6 Kb1 Rfb6 Ka2 Rf6 Re7+ Kd6 Re8 Rb7 Ka1 d1=N Rc8 f3 Rb8 Ke6 Kb1 Nf7 Ka1 Nh6 Rc8 Kd5 Rc3 Nb2 Rc5+ Ke6 Rh5 Rb8 Ka2 Ke7 Kb3 Ra6 Ka2 Ng4 Ka1 f2 Kb1 Bd5 Rh7+ Kf8 Rc7 Ne5 Kc2 Bb7 b6 Nd1 Kxd1 Nd3 Rc3 Nc5 Rf3+ Ke8 Kc1 Ra7 Kc2 Nd3 Rxf2 Rd8 Kd2 Rd4 Ke3 Nc5 Rf7 Rd6 Rf4 Ke7 Rf1 Rxb6 Rh1 Ba8 Rh2 Rh6 Rf2 Rf6 Rg2 Nb7 Rg8 Rf5 Rg3 Rf8 Rg5 Rf3+ Kd4 Nd6 Rc5 Rf2 Rc8 Rf8 Rd8 Rf3 Kc5 Be4 Rf8 Rd7 Rg8 Bg6 Rf8 Bd3 Rc8 Kf6 Rh8 Ra7 Rh6+ Kf5 Rh5+ Ke4 Rf5 Bb5 Rg5 Nc8 Rg7 Ra8 Ra7 Bxa4 Rxa8 Rg3 Ra6 Kf3 Kc4 Ke3 Rc6 Bb3+ Kc3 a4 Rc7 Rh3 Kb4 Na7 Rh7 a3 Rh5 Kf3 Kc5 Kg2 Kd4 Kh2 Rh4 a2 Rh8 Rh6 Rf8 Kh1 Rc8 Nb5+ Ke5 Nd6 Re8 Nxe8 Kf5 Rh4 Kg6 Nc7 Kg5 Be6 Kf6 Rg4 Ke7 a1=Q Kf8 Qa3#,5K2/2n5/4b3/8/6r1/q7/8/7k w - - 2 175
Black,246,g3 h6 d4 b6 Kd2 d6 Kc3 Kd7 Bh3+ e6 Bf5 a5 Kd3 Ne7 Be3 Nbc6 Nh3 Ng6 Re1 Qg5 b4 Rb8 Rf1 Nce5+ Kd2 Qf4 Rg1 exf5 d5 Nd3 Rf1 Qh4 g4 Qh5 b5 Nxf2 Kc3 Ke7 Na3 Rb7 Kd4 Nxh3 c3 c6 Bd2 cxb5 Rf2 Ng5 Nb1 Kd8 Rg2 f4 Be3 Kc7 Qe1 Qh3 Qf2 Rb8 Bxf4 Nh4 a3 Qxg4 e4 Qf5 Qc2 Nh7 Qa2 Qg5 Bxg5 Nf5+ Kd3 Be6 Qc4+ bxc4+ Ke2 Ne7 h3 f6 Kd1 Bd7 Rd2 Re8 Rh2 Kb7 Rh1 b5 Bxh6 Kb8 Kc2 gxh6 Re1 Nxd5 Re3 Ka8 exd5 Bf5+ Kb2 b4 Ra2 Be4 axb4 Bf3 Re4 a4 Rf4 Rc8 Na3 Bh5 Nb1 Be7 Rf5 Kb7 Kc1 Bf8 Ra1 Bg7 Ra3 Nf8 Nd2 Be8 Nb3 Rh7 b5 Bxb5 Na5+ Kc7 Kb1 Ng6 Kc2 Ne7 Ra2 Kb8 Kb2 Be8 Rxa4 Bd7 Rb4+ Ka7 Rb5 Bh8 Re5 Ka6 Nc6 Rb8 Rb4 Nc8 Re4 Rxb4+ cxb4 Be8 Na5 Rf7 Kb1 Rf8 Re2 f5 Re5 dxe5 Nxc4 Bb5 Nd6 Rd8 Ka2 h5 Ka3 Nxd6 h4 Rg8 Kb2 Nc4+ Kc2 f4 Kd3 Rg5 hxg5 Bc6 d6 Ba4 g6 Kb6 Kc3 Na3 g7 Bd1 g8=N Be2 Nh6 Nb1+ Kc2 Kb5 Ng4 Ka6 Nh2 Bg7 Kc1 Bf1 Nxf1 Kb5 Kb2 Na3 Nd2 Ka4 Nf3 Bh8 Ng1 e4+ Ka2 Nb1 Kxb1 h4 Nh3 Bf6 Ng1 h3 d7 Bh4 d8=B Bf2 Bg5 f3 b5 Ba7 Bh6 Kxb5 Bf8 Bb8 Ka2 Be5 Ba3 Bd4 Bd6 Bc3 Bb4 Bb2 Be1 Bh8 Bg3 Kb4 Bh4 h2 Nh3 h1=R Bf2 Rd1 Bb6 Ra1#,7b/8/1B6/8/1k2p3/5p1N/K7/r7 w - - 4 124
Black,342,e3 a5 d3 Nc6 Na3 Ne5 Nb5 d6 Na3 Kd7 h4 e6 Qh5 Nc4 Nxc4 g6 f4 a4 Qxg6 Ne7 Qg4 Ra5 Bd2 h5 f5 b5 Kf2 c6 Qg8 Nxg8 g3 Bg7 c3 Nf6 Nh3 Re8 Rh2 Rg8 e4 a3 Ne5+ Ke7 Bc1 b4 Kg2 Bd7 Bf4 Ra4 Nxd7 Rf8 Kh1 e5 Nxf6 Qa5 cxb4 exf4 gxf4 Bh6 Rf2 Qb5 Ne8 Qb8 Rd1 Qxb4 Nc7 Bg7 Na8 Qd2 bxa3 d5 d4 Ra6 Kh2 dxe4 Nb6 Kf6 Nd7+ Kxf5 Rc1 Bxd4 Nf6 Qd1 Ne8 Qa4 Ng7+ Bxg7 Kg1 Ba1 Rh2 Kg4 Rxc6 Rxc6 Rc2 Rh6 Rc3 Rb8 Ng5 Re8 Rc7 Rhh8 f5 Bb2 Rc8 Qb5 Rc3 Qb8 Rc5 Reg8 Rc4 Rd8 Ne6 Rc8 Kf2 Qa7+ Nc5 Ra8 Ra4 Bc1 Bh3+ Kxh3 Rb4 Bxa3 Rb3+ Kg4 Rb2 Kxf5 Rc2 Kg6 Rb2 Rac8 Kf1 Kg7 Rb8 Rc7 Rb4 Rh7 Ne6+ Kh6 Rxe4 Qf2+ Kxf2 Rc6 Rf4 Rc3 Nd4 Kg7 Nc6 Bf8 Rb4 Rd3 Re4 Rf3+ Kg1 Rf2 Rc4 Rb2 Ra4 Rxa2 Ra7 Kf6 Ra8 Be7 Rh8 Ra8 Rc8 Ra1+ Kg2 Kf5 Nd4+ Ke4 Rc2 Bf8 Rc8 Ra6 Nc2 Rg6+ Kh1 Kd5 Nd4 f6 Rc7 Rh8 Rh7 Ke5 Nb5 Kf5 Rc7 Bb4 Na7 Kg4 Re7 Rd8 Re1 Rg5 Re6 Ba3 Re3 Re5 Rb3 Rd6 Rb5 Rd3 Rb3 Rd8 Rc3 Rg5 Rc7 Rb8 Kg2 Be7 Kg1 Rb2 Rxe7 Rg6 Re8 Rd2 Re7 Re2 Rb7 Kf4+ Kh1 Rg3 Rb8 Rd2 Rh8 Rd7 Nc6 Rd1+ Kh2 Kf5 Rh7 Kf4 Ne7 Ke5 Nf5 Rd6 Rg7 Rd7 Nd6 Rc7 Rg5+ fxg5 hxg5 Kd4 g6 Rxg6 Kh1 Rg8 Nb7 Rd8 Nc5 Rcd7 Nd3 Ra8 Nf4 Ra4 Kg2 Rc7 Kf1 Rc3 Ng6 Rc1+ Kf2 Rcc4 Ke2 Ke4 Ke1 Rc7 Kd1 Rac4 Nf8 Kd4 Kd2 Re7 Nd7 Re8 Kd1 Rf8 Nb8 Rh8 Ke1 Ke5 Ke2 Rc7 Nc6+ Kf5 Na7 Rc5 Kf1 Kg6 Nc6 Ra5 Kf2 Ra7 Nb4 Rd8 Nc2 Kf5 Kg1 Kf4 Nb4 Kf3 Nd3 Rdd7 Nf4 Ra3 Ne6 Ra8 Ng7 Rh8 Nxh5 Rc7 Nf6 Rg7+ Kf1 Rf8 Ng4 Rb8 Nf2 Rg1+ Kxg1 Ke2 Nd1 Rf8 Kh1 Rg8 Ne3 Rg7 Nf1 Rf7 Nd2 Rd7 Nc4 Rd8 Kh2 Kf3 Na5 Ra8 Kg1 Rd8 Kf1 Rd1#,8/8/8/N7/8/5k2/8/3r1K2 w - - 21 172
Black,152,e4 a5 Bc4 Nc6 b3 f5 Be6 Rb8 g4 g5 Nc3 Nh6 f3 fxg4 a3 d6 Bc4 a4 h3 d5 exd5 Bd7 Ke2 Rg8 d6 e5 Bd5 axb3 Na4 Rh8 Bg8 bxc2 Qe1 Nf5 Qh4 Nxh4 d4 Bf5 Nc5 Na5 Be6 Rg8 Rb1 Qe7 Bd2 Nb3 Bc4 cxb1=B Bf7+ Kd8 Kf1 Qe6 Nd3 Bc2 Nxe5 g3 Ba5 Qxe5 Bc3 Bxd6 Bxg8 Qe6 Rh2 Bc5 Rh1 Qc4+ Ke1 Bc8 Bd5 Ra8 a4 g2 Bd2 Bg6 Ne2 Ba3 Nc3 Na5 Nd1 Qa6 Bb3 gxh1=B Bf7 Nc6 a5 Qa7 Bf4 Qa6 Bxc7+ Kd7 Nf2 Qxa5+ Kf1 Bb4 Ng4 Nf5 Nh6 Qc5 Bf4 Bxf7 Bd6 Nce7 Bf4 Ke6 Bb8 Ng6 Ba7 Bd2 Nxf5 g4 h4 Bc1 Bb6 Qf8 Ng7+ Kd5 Bd8 Bce6 Bg5 Be8 Nh5 b5 Kf2 Bf4 Bf6 Ra3 Ng3 Nxh4 Bg7 Rd3 fxg4 Bc7+ Ke2 Qa3 g5 Rf3 Kd1 Rf5 Ne2 Kc4 Be5 Qc5 Ng1 Kd3 d5 Ng2 Bh8 Rxd5 Be5 Bd6 g6 Qc2#,4b3/7p/3bb1P1/1p1rB3/8/3k4/2q3n1/3K2Nb w - - 1 77
